"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Allergy Relief","69517-106-06","25 mg/1","TABLET","ORAL","M012","HealthLife of USA","69517-106","Diphenhydramine Hydrochloride","DIPHENHYDRAMINE HYDROCHLORIDE","HUMAN OTC DRUG","05/12/2012","N/A","OTC MONOGRAPH DRUG","600 TABLET in 1 BOTTLE (69517-106-06)","Histamine H1 Receptor Antagonists [MoA],  Histamine-1 Receptor Antagonist [EPC]","N/A","No","12/31/2024"
"Allergy Relief","69517-106-10","25 mg/1","TABLET","ORAL","M012","HealthLife of USA","69517-106","Diphenhydramine Hydrochloride","DIPHENHYDRAMINE HYDROCHLORIDE","HUMAN OTC DRUG","05/12/2012","N/A","OTC MONOGRAPH DRUG","1000 TABLET in 1 BOTTLE (69517-106-10)","Histamine H1 Receptor Antagonists [MoA],  Histamine-1 Receptor Antagonist [EPC]","N/A","No","12/31/2024"
"Allergy Relief","68788-7769-0","10 mg/1","TABLET","ORAL","ANDA075209","Preferred Pharmaceuticals, Inc.","68788-7769","Loratadine","LORATADINE","HUMAN OTC DRUG","08/03/2020","N/A","ANDA","10 TABLET in 1 BOTTLE, PLASTIC (68788-7769-0)","N/A","N/A","No","12/31/2024"
"Allergy Relief","68788-7769-1","10 mg/1","TABLET","ORAL","ANDA075209","Preferred Pharmaceuticals, Inc.","68788-7769","Loratadine","LORATADINE","HUMAN OTC DRUG","08/03/2020","N/A","ANDA","14 TABLET in 1 BOTTLE, PLASTIC (68788-7769-1)","N/A","N/A","No","12/31/2024"
"Allergy Relief","68788-7769-3","10 mg/1","TABLET","ORAL","ANDA075209","Preferred Pharmaceuticals, Inc.","68788-7769","Loratadine","LORATADINE","HUMAN OTC DRUG","08/03/2020","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (68788-7769-3)","N/A","N/A","No","12/31/2024"
"Allergy Relief","68788-7769-5","10 mg/1","TABLET","ORAL","ANDA075209","Preferred Pharmaceuticals, Inc.","68788-7769","Loratadine","LORATADINE","HUMAN OTC DRUG","08/03/2020","N/A","ANDA","15 TABLET in 1 BOTTLE, PLASTIC (68788-7769-5)","N/A","N/A","No","12/31/2024"
"Allergy Relief","68788-7769-9","10 mg/1","TABLET","ORAL","ANDA075209","Preferred Pharmaceuticals, Inc.","68788-7769","Loratadine","LORATADINE","HUMAN OTC DRUG","08/03/2020","N/A","ANDA","90 TABLET in 1 BOTTLE, PLASTIC (68788-7769-9)","N/A","N/A","No","12/31/2024"
"Allscale","22840-1300-1",".001 g/mL","SOLUTION","INTRADERMAL; PERCUTANEOUS; SUBCUTANEOUS","BLA101833","Greer Laboratories, Inc.","22840-1300","Atriplex polycarpa","ATRIPLEX POLYCARPA POLLEN","NON-STANDARDIZED ALLERGENIC","09/15/1981","N/A","BLA","5 mL in 1 VIAL, MULTI-DOSE (22840-1300-1)","Allergens [CS],  Cell-mediated Immunity [PE],  Increased Histamine Release [PE],  Increased IgG Production [PE],  Non-Standardized Pollen Allergenic Extract [EPC],  Pollen [CS]","N/A","No","12/31/2024"
"Alo Therapeutic Massage","51457-000-04",".1 g/100g,                         3  g/100g","CREAM","TOPICAL","M017","Theraplex Solutions","51457-000","MENTHOL, HISTAMINE DIHYDROCHLORIDE","HISTAMINE DIHYDROCHLORIDE;  MENTHOL","HUMAN OTC DRUG","02/03/2017","N/A","OTC MONOGRAPH DRUG","118 g in 1 TUBE (51457-000-04)","N/A","N/A","No","12/31/2024"
"Alo Therapeutic Massage","71061-765-28","1 mg/mL,                         30  mg/mL","CREAM","TOPICAL","M017","CMI Therapy Solutions","71061-765","MENTHOL, HISTAMINE DIHYDROCHLORIDE","HISTAMINE DIHYDROCHLORIDE;  MENTHOL","HUMAN OTC DRUG","11/10/2016","N/A","OTC MONOGRAPH DRUG","3785 mL in 1 BOTTLE (71061-765-28)","N/A","N/A","No","12/31/2024"
"Alvimopan","0591-2312-15","12 mg/1","CAPSULE","ORAL","ANDA208295","Actavis Pharma, Inc.","0591-2312","Alvimopan","ALVIMOPAN","HUMAN PRESCRIPTION DRUG","12/01/2020","N/A","ANDA","30 BLISTER PACK in 1 CARTON (0591-2312-15)  / 1 CAPSULE in 1 BLISTER PACK (0591-2312-45)","Opioid Antagonist [EPC],  Opioid Antagonists [MoA]","N/A","No","12/31/2025"
"Amazonic Natural Sunscreen SPF 30 Broad Spectrum UVA/UVB","71522-834-01","60 mg/g,                         60  mg/g","CREAM","TOPICAL","M020","Amazonic Products","71522-834","TITANIUM DIOXIDE, ZINC OXIDE","TITANIUM DIOXIDE;  ZINC OXIDE","HUMAN OTC DRUG","06/28/2017","N/A","OTC MONOGRAPH DRUG","118 g in 1 TUBE (71522-834-01)","Copper Absorption Inhibitor [EPC],  Decreased Copper Ion Absorption [PE]","N/A","No","12/31/2024"
"Amoxicillin","72789-225-82","500 mg/1","CAPSULE","ORAL","ANDA065291","PD-Rx Pharmaceuticals, Inc.","72789-225","Amoxicillin","AMOXICILLIN","HUMAN PRESCRIPTION DRUG","02/10/2022","N/A","ANDA","500 CAPSULE in 1 BOTTLE, PLASTIC (72789-225-82)","Penicillin-class Antibacterial [EPC],  Penicillins [CS]","N/A","No","12/31/2025"
"Amoxicillin and Clavulanate Potassium","53002-0104-1","400 mg/5mL,                         57  mg/5mL","POWDER, FOR SUSPENSION","ORAL","ANDA201090","RPK Pharmaceuticals, Inc.","53002-0104","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","01/01/2024","N/A","ANDA","50 mL in 1 BOTTLE (53002-0104-1)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2025"
"Amoxicillin and Clavulanate Potassium","53002-0104-2","400 mg/5mL,                         57  mg/5mL","POWDER, FOR SUSPENSION","ORAL","ANDA201090","RPK Pharmaceuticals, Inc.","53002-0104","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","01/01/2024","N/A","ANDA","100 mL in 1 BOTTLE (53002-0104-2)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2025"
"Amoxicillin and Clavulanate Potassium","50090-3179-0","875 mg/1,                         125  mg/1","TABLET","ORAL","ANDA203824","A-S Medication Solutions","50090-3179","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","10/16/2017","N/A","ANDA","20 TABLET in 1 BOTTLE (50090-3179-0)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2024"
"Amoxicillin and Clavulanate Potassium","50090-3179-1","875 mg/1,                         125  mg/1","TABLET","ORAL","ANDA203824","A-S Medication Solutions","50090-3179","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","12/22/2017","N/A","ANDA","10 TABLET in 1 BOTTLE (50090-3179-1)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2024"
"Amoxicillin and Clavulanate Potassium","50090-3179-2","875 mg/1,                         125  mg/1","TABLET","ORAL","ANDA203824","A-S Medication Solutions","50090-3179","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","11/01/2017","N/A","ANDA","14 TABLET in 1 BOTTLE (50090-3179-2)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2024"
"Amoxicillin and Clavulanate Potassium","50090-3179-3","875 mg/1,                         125  mg/1","TABLET","ORAL","ANDA203824","A-S Medication Solutions","50090-3179","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","03/29/2018","N/A","ANDA","28 TABLET in 1 BOTTLE (50090-3179-3)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2024"
"Amoxicillin and Clavulanate Potassium","50090-3179-5","875 mg/1,                         125  mg/1","TABLET","ORAL","ANDA203824","A-S Medication Solutions","50090-3179","Amoxicillin and Clavulanate Potassium","AMOXICILLIN;  CLAVULANATE POTASSIUM","HUMAN PRESCRIPTION DRUG","03/13/2018","N/A","ANDA","1 TABLET in 1 BOTTLE (50090-3179-5)","Penicillin-class Antibacterial [EPC],  Penicillins [CS],  beta Lactamase Inhibitor [EPC],  beta Lactamase Inhibitors [MoA]","N/A","No","12/31/2024"
"AMPHETAMINE SULFATE","0527-2524-37","5 mg/1","TABLET","ORAL","ANDA212901","Lannett Company, Inc.","0527-2524","amphetamine sulfate","AMPHETAMINE SULFATE","HUMAN PRESCRIPTION DRUG","06/01/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (0527-2524-37)","Central Nervous System Stimulant [EPC],  Central Nervous System Stimulation [PE]","CII","No","12/31/2025"
"Antibacterial Foam","71907-201-41",".1 g/L","SOAP","TOPICAL","505G(a)(3)","Dade Paper & Bag, LLC","71907-201","PCMX, Hand Soap","CHLOROXYLENOL","HUMAN OTC DRUG","02/03/2023","N/A","OTC MONOGRAPH DRUG","3.78 L in 1 BOTTLE, PLASTIC (71907-201-41)","N/A","N/A","No","12/31/2024"
"Antibacterial Hand Refill","71906-701-41","1 g/L","SOAP","TOPICAL","505G(a)(3)","Essendant Co.","71906-701","PMCX","CHLOROXYLENOL","HUMAN OTC DRUG","02/11/2022","N/A","OTC MONOGRAPH DRUG","3.78 L in 1 BOTTLE, PLASTIC (71906-701-41)","N/A","N/A","No","12/31/2024"
"Antidiarrheal Relief","0498-1071-07","2 mg/1","TABLET","ORAL","ANDA074091","Honeywell Safety Products USA, Inc","0498-1071","Loperamide HCl","LOPERAMIDE HYDROCHLORIDE","HUMAN OTC DRUG","11/07/2018","N/A","ANDA","100 PACKET in 1 CARTON (0498-1071-07)  / 1 TABLET in 1 PACKET (0498-1071-00)","Opioid Agonist [EPC],  Opioid Agonists [MoA]","N/A","No","12/31/2025"
"Antiplaque solution","53462-275-60",".5 mg/mL","MOUTHWASH","BUCCAL","part356","Sage Products LLC","53462-275","CETYLPYRIDINIUM CHLORIDE","CETYLPYRIDINIUM CHLORIDE","HUMAN OTC DRUG","01/09/2009","N/A","OTC MONOGRAPH NOT FINAL","7 mL in 1 PACKET (53462-275-60)","N/A","N/A","No","12/31/2024"
"Antiseptic","55316-318-69",".92 mg/mL,                         .42  mg/mL,                         .6  mg/mL,                         .64  mg/mL","RINSE","ORAL","part356","DZA Brands, LLC","55316-318","EUCALYPTOL, Menthol, Methyl salicylate, thymol","EUCALYPTOL;  MENTHOL;  METHYL SALICYLATE;  THYMOL","HUMAN OTC DRUG","02/05/2008","N/A","OTC MONOGRAPH NOT FINAL","250 mL in 1 BOTTLE, PLASTIC (55316-318-69)","N/A","N/A","No","12/31/2024"
"Antiseptic","55316-318-86",".92 mg/mL,                         .42  mg/mL,                         .6  mg/mL,                         .64  mg/mL","RINSE","ORAL","part356","DZA Brands, LLC","55316-318","EUCALYPTOL, Menthol, Methyl salicylate, thymol","EUCALYPTOL;  MENTHOL;  METHYL SALICYLATE;  THYMOL","HUMAN OTC DRUG","02/05/2008","N/A","OTC MONOGRAPH NOT FINAL","1000 mL in 1 BOTTLE, PLASTIC (55316-318-86)","N/A","N/A","No","12/31/2024"
"Antiseptic BZK Towelette","63517-501-83","1.3 mg/g","CLOTH","TOPICAL","M003","Cardinal Health 200, Inc.","63517-501","BENZALKONIUM CHLORIDE","BENZALKONIUM CHLORIDE","HUMAN OTC DRUG","06/02/2016","N/A","OTC MONOGRAPH DRUG","100 POUCH in 1 CARTON (63517-501-83)  / 1.8 g in 1 POUCH","N/A","N/A","No","12/31/2024"
"Aplicare Povidone-Iodine","52380-1905-3","10 mg/mL","SOLUTION","TOPICAL","505G(a)(3)","Aplicare Products, LLC","52380-1905","Povidone-Iodine","POVIDONE-IODINE","HUMAN OTC DRUG","09/01/1998","N/A","OTC MONOGRAPH DRUG","90 mL in 1 BOTTLE (52380-1905-3)","N/A","N/A","No","12/31/2025"
"Aplicare Povidone-Iodine","52380-1905-0","10 mg/mL","SOLUTION","TOPICAL","505G(a)(3)","Aplicare Products, LLC","52380-1905","Povidone-Iodine","POVIDONE-IODINE","HUMAN OTC DRUG","09/01/1998","N/A","OTC MONOGRAPH DRUG","60 mL in 1 BOTTLE, SPRAY (52380-1905-0)","N/A","N/A","No","12/31/2025"
"Aplicare Povidone-iodine Scrub","52380-2802-8","7.5 mg/mL","SOLUTION","TOPICAL","505G(a)(3)","Aplicare Products, LLC","52380-2802","Povidone-iodine","POVIDONE-IODINE","HUMAN OTC DRUG","01/01/1998","N/A","OTC MONOGRAPH DRUG","59 mL in 1 BOTTLE (52380-2802-8)","N/A","N/A","No","12/31/2025"
"Aralia racemosa","0220-0442-41","30 [hp_C]/30[hp_C]","PELLET","ORAL","","Boiron","0220-0442","ARALIA RACEMOSA ROOT","ARALIA RACEMOSA ROOT","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","30 [hp_C] in 1 TUBE (0220-0442-41)","N/A","N/A","No","12/31/2024"
"ARC","69423-888-16",".1 mg/mL","RINSE","ORAL","M021","The Procter & Gamble Manufacturing Company","69423-888","Sodium Fluoride","SODIUM FLUORIDE","HUMAN OTC DRUG","06/01/2021","N/A","OTC MONOGRAPH DRUG","475 mL in 1 BOTTLE, PLASTIC (69423-888-16)","N/A","N/A","No","12/31/2024"
"Argatroban","42023-182-89","250 mg/2.5mL","INJECTION","INTRAVENOUS","ANDA091665","Par Pharmaceutical, Inc.","42023-182","Argatroban","ARGATROBAN","HUMAN PRESCRIPTION DRUG","06/01/2015","N/A","ANDA","1 VIAL in 1 CARTON (42023-182-89)  / 2.5 mL in 1 VIAL","Anti-coagulant [EPC],  Direct Thrombin Inhibitor [EPC],  Thrombin Inhibitors [MoA]","N/A","No","12/31/2024"
"Aripiprazole","53002-2765-3","5 mg/1","TABLET","ORAL","ANDA203908","RPK Pharmaceuticals, Inc.","53002-2765","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","01/01/2024","N/A","ANDA","30 TABLET in 1 BOTTLE (53002-2765-3)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","70518-2806-2","20 mg/1","TABLET","ORAL","ANDA207105","REMEDYREPACK INC.","70518-2806","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","05/12/2021","N/A","ANDA","30 TABLET in 1 BLISTER PACK (70518-2806-2)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","70518-2806-3","20 mg/1","TABLET","ORAL","ANDA207105","REMEDYREPACK INC.","70518-2806","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","12/07/2023","N/A","ANDA","30 TABLET in 1 BLISTER PACK (70518-2806-3)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","31722-828-01","15 mg/1","TABLET","ORAL","ANDA205064","Camber Pharmaceuticals, Inc.","31722-828","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","04/28/2015","N/A","ANDA","100 TABLET in 1 BOTTLE (31722-828-01)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","31722-828-30","15 mg/1","TABLET","ORAL","ANDA205064","Camber Pharmaceuticals, Inc.","31722-828","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","04/28/2015","N/A","ANDA","30 TABLET in 1 BOTTLE (31722-828-30)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","31722-828-31","15 mg/1","TABLET","ORAL","ANDA205064","Camber Pharmaceuticals, Inc.","31722-828","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","04/28/2015","N/A","ANDA","10 TABLET in 1 BLISTER PACK (31722-828-31)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","31722-828-32","15 mg/1","TABLET","ORAL","ANDA205064","Camber Pharmaceuticals, Inc.","31722-828","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","04/28/2015","N/A","ANDA","250 TABLET in 1 CARTON (31722-828-32)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Aripiprazole","31722-828-05","15 mg/1","TABLET","ORAL","ANDA205064","Camber Pharmaceuticals, Inc.","31722-828","Aripiprazole","ARIPIPRAZOLE","HUMAN PRESCRIPTION DRUG","02/02/2024","N/A","ANDA","500 TABLET in 1 BOTTLE (31722-828-05)","Atypical Antipsychotic [EPC]","N/A","No","12/31/2025"
"Armodafinil","65862-805-30","50 mg/1","TABLET","ORAL","ANDA206069","Aurobindo Pharma Limited","65862-805","Armodafinil","ARMODAFINIL","HUMAN PRESCRIPTION DRUG","03/06/2018","N/A","ANDA","30 TABLET in 1 BOTTLE (65862-805-30)","N/A","CIV","No","12/31/2025"
"Armodafinil","65862-805-05","50 mg/1","TABLET","ORAL","ANDA206069","Aurobindo Pharma Limited","65862-805","Armodafinil","ARMODAFINIL","HUMAN PRESCRIPTION DRUG","03/06/2018","N/A","ANDA","500 TABLET in 1 BOTTLE (65862-805-05)","N/A","CIV","No","12/31/2025"
"Armodafinil","65862-805-60","50 mg/1","TABLET","ORAL","ANDA206069","Aurobindo Pharma Limited","65862-805","Armodafinil","ARMODAFINIL","HUMAN PRESCRIPTION DRUG","03/06/2018","N/A","ANDA","60 TABLET in 1 BOTTLE (65862-805-60)","N/A","CIV","No","12/31/2025"
"Arnica Nettle","48951-1348-5","1 [hp_X]/g,                         2  [hp_X]/g,                         2  [hp_X]/g,                         2  [hp_X]/g,                         7  [hp_X]/g,                         8  [hp_X]/g,                         2  [hp_X]/g,                         1  [hp_X]/g","CREAM","TOPICAL","","Uriel Pharmacy Inc.","48951-1348","Arnica Nettle","ARNICA MONTANA FLOWER;  CALENDULA OFFICINALIS FLOWERING TOP;  COMFREY ROOT;  LARIX DECIDUA RESIN;  LYTTA VESICATORIA;  SILVER;  THUJA OCCIDENTALIS WHOLE;  URTICA URENS","HUMAN OTC DRUG","09/01/2009","N/A","UNAPPROVED HOMEOPATHIC","60 g in 1 TUBE (48951-1348-5)","N/A","N/A","No","12/31/2025"
"Arsenicum iodatum","0220-0561-41","5 [hp_C]/5[hp_C]","PELLET","ORAL","","Boiron","0220-0561","ARSENIC TRIIODIDE","ARSENIC TRIIODIDE","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","5 [hp_C] in 1 TUBE (0220-0561-41)","N/A","N/A","No","12/31/2024"
"Arthmed Topical Analgesic","72876-007-04",".25 mg/mL,                         100  mg/mL,                         150  mg/mL","CREAM","TOPICAL","M017","Fusion Health and Vitality","72876-007","METHYL SALICYLATE, MENTHOL, CAPSAICIN","CAPSAICIN;  MENTHOL;  METHYL SALICYLATE","HUMAN OTC DRUG","12/20/2018","N/A","OTC MONOGRAPH DRUG","118 mL in 1 CYLINDER (72876-007-04)","N/A","N/A","No","12/31/2024"
"ARTICAINE","50227-1040-5","40 mg/mL,                         .01  mg/mL","INJECTION, SOLUTION","SUBMUCOSAL","NDA020971","Patterson Dental","50227-1040","Articaine Hydrochloride and Epinephrine","ARTICAINE HYDROCHLORIDE;  EPINEPHRINE BITARTRATE","HUMAN PRESCRIPTION DRUG","12/22/2014","N/A","NDA AUTHORIZED GENERIC","50 CARTRIDGE in 1 CARTON (50227-1040-5)  / 1.7 mL in 1 CARTRIDGE","Adrenergic alpha-Agonists [MoA],  Adrenergic beta-Agonists [MoA],  Amide Local Anesthetic [EPC],  Amides [CS],  Catecholamine [EPC],  Catecholamines [CS],  Local Anesthesia [PE],  alpha-Adrenergic Agonist [EPC],  beta-Adrenergic Agonist [EPC]","N/A","No","12/31/2025"
"Artistry Youth Xtend Lifting Smoothing Foundation Shade Cream","50390-229-00","75 mg/mL,                         5  mg/mL","CREAM","TOPICAL","M020","Amway Corp","50390-229","OCTINOXATE, OXYBENZONE","OCTINOXATE;  OXYBENZONE","HUMAN OTC DRUG","05/06/2013","N/A","OTC MONOGRAPH DRUG","1 BOTTLE, PLASTIC in 1 CARTON (50390-229-00)  / 30 mL in 1 BOTTLE, PLASTIC","N/A","N/A","No","12/31/2024"
"Artistry Youth Xtend Lifting Smoothing Foundation Shade Golden","50390-240-00","75 mg/mL,                         5  mg/mL","CREAM","TOPICAL","M020","Amway Corp","50390-240","OCTINOXATE, OXYBENZONE","OCTINOXATE;  OXYBENZONE","HUMAN OTC DRUG","05/06/2013","N/A","OTC MONOGRAPH DRUG","1 BOTTLE, PLASTIC in 1 CARTON (50390-240-00)  / 30 mL in 1 BOTTLE, PLASTIC","N/A","N/A","No","12/31/2024"
"Artistry Youth Xtend Lifting Smoothing Foundation Shade Mink","50390-230-00","75 mg/mL,                         5  mg/mL","CREAM","TOPICAL","M020","Amway Corp","50390-230","OCTINOXATE, OXYBENZONE","OCTINOXATE;  OXYBENZONE","HUMAN OTC DRUG","05/06/2013","N/A","OTC MONOGRAPH DRUG","1 BOTTLE, PLASTIC in 1 CARTON (50390-230-00)  / 30 mL in 1 BOTTLE, PLASTIC","N/A","N/A","No","12/31/2024"
"Arum triphyllum","0220-0564-41","6 [hp_X]/1","PELLET","ORAL","","Boiron","0220-0564","ARISAEMA TRIPHYLLUM ROOT","ARISAEMA TRIPHYLLUM ROOT","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","80 PELLET in 1 TUBE (0220-0564-41)","N/A","N/A","No","12/31/2024"
"Asarum europaeum","0220-0577-41","30 [hp_C]/30[hp_C]","PELLET","ORAL","","Boiron","0220-0577","ASARUM EUROPAEUM","ASARUM EUROPAEUM","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","30 [hp_C] in 1 TUBE (0220-0577-41)","N/A","N/A","No","12/31/2024"
"Aspirin 81 mg","55681-402-03","81 mg/1","TABLET, DELAYED RELEASE","ORAL","M013","TWIN MED LLC","55681-402","Aspirin Enteric Coated Tablets 81 mg","ASPIRIN","HUMAN OTC DRUG","11/01/2022","N/A","OTC MONOGRAPH DRUG","300 TABLET, DELAYED RELEASE in 1 BOTTLE (55681-402-03)","Anti-Inflammatory Agents,  Non-Steroidal [CS],  Cyclooxygenase Inhibitors [MoA],  Decreased Platelet Aggregation [PE],  Decreased Prostaglandin Production [PE],  Nonsteroidal Anti-inflammatory Drug [EPC],  Platelet Aggregation Inhibitor [EPC]","N/A","No","12/31/2025"
"ASTONEA CARE Muscle and Join Pain Relief Cream","77338-212-02","100 mg/g,                         150  mg/g","CREAM","TOPICAL","M017","ASTONEA LABS PRIVATE LIMITED","77338-212","Menthol, Methyl Salicylate","MENTHOL, UNSPECIFIED FORM;  METHYL SALICYLATE","HUMAN OTC DRUG","03/05/2024","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 CARTON (77338-212-02)  / 56.6 g in 1 TUBE","N/A","N/A","No","12/31/2025"
"ATORVASTATIN CALCIUM","55154-7289-0","80 mg/1","TABLET, FILM COATED","ORAL","ANDA090548","Cardinal Health 107, LLC","55154-7289","ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE","HUMAN PRESCRIPTION DRUG","10/31/2014","N/A","ANDA","10 BLISTER PACK in 1 BAG (55154-7289-0)  / 1 TABLET, FILM COATED in 1 BLISTER PACK","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2025"
"Atorvastatin Calcium","0093-5059-10","20 mg/1","TABLET, FILM COATED","ORAL","ANDA205300","Teva Pharmaceuticals USA, Inc.","0093-5059","Atorvastatin Calcium","ATORVASTATIN CALCIUM TRIHYDRATE","HUMAN PRESCRIPTION DRUG","05/23/2022","N/A","ANDA","1000 TABLET, FILM COATED in 1 BOTTLE (0093-5059-10)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2024"
"Atorvastatin Calcium","0093-5059-98","20 mg/1","TABLET, FILM COATED","ORAL","ANDA205300","Teva Pharmaceuticals USA, Inc.","0093-5059","Atorvastatin Calcium","ATORVASTATIN CALCIUM TRIHYDRATE","HUMAN PRESCRIPTION DRUG","05/04/2017","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE (0093-5059-98)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2024"
"ATORVASTATIN CALCIUM","50090-6482-0","20 mg/1","TABLET, FILM COATED","ORAL","ANDA090548","A-S Medication Solutions","50090-6482","ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE","HUMAN PRESCRIPTION DRUG","05/17/2023","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE (50090-6482-0)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2024"
"Atorvastatin Calcium","50090-6890-0","40 mg/1","TABLET, FILM COATED","ORAL","ANDA216436","A-S Medication Solutions","50090-6890","atorvastatin calcium","ATORVASTATIN CALCIUM TRIHYDRATE","HUMAN PRESCRIPTION DRUG","12/06/2023","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE (50090-6890-0)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2024"
"Atorvastatin Calcium","50090-6890-1","40 mg/1","TABLET, FILM COATED","ORAL","ANDA216436","A-S Medication Solutions","50090-6890","atorvastatin calcium","ATORVASTATIN CALCIUM TRIHYDRATE","HUMAN PRESCRIPTION DRUG","12/06/2023","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE (50090-6890-1)","HMG-CoA Reductase Inhibitor [EPC],  Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]","N/A","No","12/31/2024"
